UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
DOD81605CAN44895,2022,Dodge,Durango,Citadel Platinum All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81606CAN44895,2022,Dodge,Durango,GT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81607CAN44895,2022,Dodge,Durango,R/T All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81608CAN44895,2022,Dodge,Durango,R/T + All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81609CAN44895,2022,Dodge,Durango,SRT 392 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81610CAN44895,2022,Dodge,Durango,SXT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,2000,0,0,0,"*Customer May qualify for first payment on us promotion, up to $1000. See Dealer for details."
DOD81812CAN44895,2022,Dodge,Charger,GT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81813CAN44895,2022,Dodge,Charger,GT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81814CAN44895,2022,Dodge,Charger,R/T,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81817CAN44895,2022,Dodge,Charger,SRT Hellcat Redeye Widebody,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81820CAN44895,2022,Dodge,Charger,SXT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81821CAN44895,2022,Dodge,Charger,SXT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81815CAN44895,2022,Dodge,Charger,Scat Pack,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
DOD81816CAN44895,2022,Dodge,Charger,Scat Pack WideBody,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA78273CAN44895,2021,FIAT,500X,Pop 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA78274CAN44895,2021,FIAT,500X,Sport All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA78276CAN44895,2021,FIAT,500X,Trekking + All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA78275CAN44895,2021,FIAT,500X,Trekking All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA81219CAN44895,2022,FIAT,500X,Pop 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA81220CAN44895,2022,FIAT,500X,Sport All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FIA81221CAN44895,2022,FIAT,500X,Trekking All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81424CAN44895,2022,Ford,Mustang,EcoBoost Convertible,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81425CAN44895,2022,Ford,Mustang,EcoBoost Fastback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81426CAN44895,2022,Ford,Mustang,EcoBoost Premium Convertible,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81427CAN44895,2022,Ford,Mustang,EcoBoost Premium Fastback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81428CAN44895,2022,Ford,Mustang,GT Fastback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81429CAN44895,2022,Ford,Mustang,GT Premium Convertible,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81430CAN44895,2022,Ford,Mustang,GT Premium Fastback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81431CAN44895,2022,Ford,Mustang,Mach 1,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81310CAN44895,2022,Ford,Mustang Mach-E,Premium All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81311CAN44895,2022,Ford,Mustang Mach-E,Premium 2WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81312CAN44895,2022,Ford,Mustang Mach-E,Select All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81313CAN44895,2022,Ford,Mustang Mach-E,Select 2WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81307CAN44895,2022,Ford,Mustang Mach-E,California Route 1 All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81308CAN44895,2022,Ford,Mustang Mach-E,California Route 1 2WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81309CAN44895,2022,Ford,Mustang Mach-E,GT Performance Edition,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81096CAN44895,2022,Ford,EcoSport,S All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81097CAN44895,2022,Ford,EcoSport,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81098CAN44895,2022,Ford,EcoSport,SES All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81099CAN44895,2022,Ford,EcoSport,Titanium All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80840CAN44895,2022,Ford,Escape,S All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80852CAN44895,2022,Ford,Escape,S Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80842CAN44895,2022,Ford,Escape,SE All Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80844CAN44895,2022,Ford,Escape,SE Front Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80847CAN44895,2022,Ford,Escape,SEL All Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80849CAN44895,2022,Ford,Escape,SEL Front Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80850CAN44895,2022,Ford,Escape,SEL PHEV Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80851CAN44895,2022,Ford,Escape,SE PHEV Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80854CAN44895,2022,Ford,Escape,Titanium All Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80855CAN44895,2022,Ford,Escape,Titanium Front Wheel Drive Hybrid,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80856CAN44895,2022,Ford,Escape,Titanium PHEV Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80841CAN44895,2022,Ford,Escape,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80843CAN44895,2022,Ford,Escape,SE Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80845CAN44895,2022,Ford,Escape,SEL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80846CAN44895,2022,Ford,Escape,SEL All Wheel Drive 2.0,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80848CAN44895,2022,Ford,Escape,SEL Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80853CAN44895,2022,Ford,Escape,Titanium All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80937CAN44895,2022,Ford,Edge,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80938CAN44895,2022,Ford,Edge,SEL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80939CAN44895,2022,Ford,Edge,ST All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80940CAN44895,2022,Ford,Edge,ST Line All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80941CAN44895,2022,Ford,Edge,Titanium All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80900CAN44895,2022,Ford,Explorer,Ltd 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80901CAN44895,2022,Ford,Explorer,Ltd HEV 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80902CAN44895,2022,Ford,Explorer,Platinum 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80903CAN44895,2022,Ford,Explorer,ST 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80904CAN44895,2022,Ford,Explorer,ST Line 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80905CAN44895,2022,Ford,Explorer,Timberline 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80906CAN44895,2022,Ford,Explorer,XLT 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81436CAN44895,2022,Ford,Bronco,Badlands Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81437CAN44895,2022,Ford,Bronco,Badlands Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81438CAN44895,2022,Ford,Bronco,Base 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81439CAN44895,2022,Ford,Bronco,Base 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81440CAN44895,2022,Ford,Bronco,Base Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81441CAN44895,2022,Ford,Bronco,Base Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81442CAN44895,2022,Ford,Bronco,Big Bend 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81443CAN44895,2022,Ford,Bronco,Big Bend 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81444CAN44895,2022,Ford,Bronco,Big Bend Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81445CAN44895,2022,Ford,Bronco,Big Bend Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81446CAN44895,2022,Ford,Bronco,Black Diamond 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81447CAN44895,2022,Ford,Bronco,Black Diamond 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81448CAN44895,2022,Ford,Bronco,Black Diamond Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81449CAN44895,2022,Ford,Bronco,Black Diamond Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81450CAN44895,2022,Ford,Bronco,Outer Bank 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81451CAN44895,2022,Ford,Bronco,Outer Bank 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81452CAN44895,2022,Ford,Bronco,Outer Bank Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81453CAN44895,2022,Ford,Bronco,Outer Bank Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81454CAN44895,2022,Ford,Bronco,Wildtrak Advanced 4WD 2-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81455CAN44895,2022,Ford,Bronco,Wildtrak Advanced 4WD 4-door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80933CAN44895,2022,Ford,Bronco Sport,Badlands 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80934CAN44895,2022,Ford,Bronco Sport,Base 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80935CAN44895,2022,Ford,Bronco Sport,Big Bend 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR80936CAN44895,2022,Ford,Bronco Sport,Outer Banks 4WD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81472CAN44895,2022,Ford,Expedition,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81473CAN44895,2022,Ford,Expedition,Platinum,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81474CAN44895,2022,Ford,Expedition,Timberline,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81475CAN44895,2022,Ford,Expedition,XLT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81476CAN44895,2022,Ford,Expedition MAX,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81477CAN44895,2022,Ford,Expedition MAX,Platinum,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79656CAN44895,2022,Ford,Transit Connect Van,XL 180° Rear Doors,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79657CAN44895,2022,Ford,Transit Connect Van,XL 180° Rear Doors/LHS Delete,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79658CAN44895,2022,Ford,Transit Connect Van,XL Rear Liftgate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79659CAN44895,2022,Ford,Transit Connect Van,XL Rear Liftgate/LHS Cargo Del,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79660CAN44895,2022,Ford,Transit Connect Van,XLT 180° Rear Doors,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79661CAN44895,2022,Ford,Transit Connect Van,XLT 180° Rear Doors/LHS Delete,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79662CAN44895,2022,Ford,Transit Connect Van,XLT Rear Liftgate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79663CAN44895,2022,Ford,Transit Connect Van,XLT Rear Liftgate/LHS Delete,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79664CAN44895,2022,Ford,Transit Connect Wagon,Titanium Rear Liftgate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79665CAN44895,2022,Ford,Transit Connect Wagon,XL 180° Rear Doors,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79666CAN44895,2022,Ford,Transit Connect Wagon,XL Rear Liftgate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79667CAN44895,2022,Ford,Transit Connect Wagon,XLT 180° Rear Doors,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR79668CAN44895,2022,Ford,Transit Connect Wagon,XLT Rear Liftgate,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81100CAN44895,2022,Ford,Transit Crew Van,T150 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81101CAN44895,2022,Ford,Transit Crew Van,T150 Low-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81102CAN44895,2022,Ford,Transit Crew Van,T150 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81103CAN44895,2022,Ford,Transit Crew Van,T150 Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81104CAN44895,2022,Ford,Transit Crew Van,T150 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81105CAN44895,2022,Ford,Transit Crew Van,T150 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81106CAN44895,2022,Ford,Transit Crew Van,T150 Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81107CAN44895,2022,Ford,Transit Crew Van,T150 Medium-Roof All Wheel Drive 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81108CAN44895,2022,Ford,Transit Crew Van,T250 High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81109CAN44895,2022,Ford,Transit Crew Van,T250 High-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81110CAN44895,2022,Ford,Transit Crew Van,T250 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81111CAN44895,2022,Ford,Transit Crew Van,T250 Low-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81112CAN44895,2022,Ford,Transit Crew Van,T250 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81113CAN44895,2022,Ford,Transit Crew Van,T250 Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81114CAN44895,2022,Ford,Transit Crew Van,T250 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81115CAN44895,2022,Ford,Transit Crew Van,T250 Medium-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81116CAN44895,2022,Ford,Transit Crew Van,T250 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81117CAN44895,2022,Ford,Transit Crew Van,T250 Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81118CAN44895,2022,Ford,Transit Crew Van,T350HD High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81119CAN44895,2022,Ford,Transit Crew Van,T350HD High-Roof 148EL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81120CAN44895,2022,Ford,Transit Crew Van,T350HD High-Roof 148EL Dual Rear Wheels,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81121CAN44895,2022,Ford,Transit Crew Van,T350HD High-Roof 148EL Dual Rear Wheels All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81122CAN44895,2022,Ford,Transit Crew Van,T350 High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81123CAN44895,2022,Ford,Transit Crew Van,T350 High-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81124CAN44895,2022,Ford,Transit Crew Van,T350 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81125CAN44895,2022,Ford,Transit Crew Van,T350 Low-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81126CAN44895,2022,Ford,Transit Crew Van,T350 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81127CAN44895,2022,Ford,Transit Crew Van,T350 Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81128CAN44895,2022,Ford,Transit Crew Van,T350 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81129CAN44895,2022,Ford,Transit Crew Van,T350 Medium-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81130CAN44895,2022,Ford,Transit Crew Van,T350 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81131CAN44895,2022,Ford,Transit Crew Van,T350 Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81132CAN44895,2022,Ford,Transit Passenger Van,T350HD XL High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81133CAN44895,2022,Ford,Transit Passenger Van,T350HD XL High-Roof 148EL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81134CAN44895,2022,Ford,Transit Passenger Van,T350HD XLT High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81135CAN44895,2022,Ford,Transit Passenger Van,T350HD XLT High-Roof 148EL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81136CAN44895,2022,Ford,Transit Passenger Van,T350 XL High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81137CAN44895,2022,Ford,Transit Passenger Van,T350 XL High-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81138CAN44895,2022,Ford,Transit Passenger Van,T350 XL Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81139CAN44895,2022,Ford,Transit Passenger Van,T350 XL Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81140CAN44895,2022,Ford,Transit Passenger Van,T350 XL Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81141CAN44895,2022,Ford,Transit Passenger Van,T350 XL Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81142CAN44895,2022,Ford,Transit Passenger Van,T350 XLT High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81143CAN44895,2022,Ford,Transit Passenger Van,T350 XLT High-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81144CAN44895,2022,Ford,Transit Passenger Van,T350 XLT Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81145CAN44895,2022,Ford,Transit Passenger Van,T350 XLT Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81146CAN44895,2022,Ford,Transit Passenger Van,T350 XLT Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81147CAN44895,2022,Ford,Transit Passenger Van,T350 XLT Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81229CAN44895,2022,Ford,Transit Van,BEV T350HD High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81230CAN44895,2022,Ford,Transit Van,BEV T350 High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81231CAN44895,2022,Ford,Transit Van,BEV T350 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81232CAN44895,2022,Ford,Transit Van,BEV T350 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81233CAN44895,2022,Ford,Transit Van,BEV T350 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81234CAN44895,2022,Ford,Transit Van,BEV T350 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81148CAN44895,2022,Ford,Transit Van,T150 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81149CAN44895,2022,Ford,Transit Van,T150 Low-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81150CAN44895,2022,Ford,Transit Van,T150 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81151CAN44895,2022,Ford,Transit Van,T150 Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81152CAN44895,2022,Ford,Transit Van,T150 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81153CAN44895,2022,Ford,Transit Van,T150 Medium-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81154CAN44895,2022,Ford,Transit Van,T150 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81155CAN44895,2022,Ford,Transit Van,T150 Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81156CAN44895,2022,Ford,Transit Van,T250 High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81157CAN44895,2022,Ford,Transit Van,T250 High-Roof 148EL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81158CAN44895,2022,Ford,Transit Van,T250 High-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81159CAN44895,2022,Ford,Transit Van,T250 High-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81160CAN44895,2022,Ford,Transit Van,T250 Low-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81161CAN44895,2022,Ford,Transit Van,T250 Low-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81162CAN44895,2022,Ford,Transit Van,T250 Low-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81163CAN44895,2022,Ford,Transit Van,T250 Low-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81164CAN44895,2022,Ford,Transit Van,T250 Medium-Roof 130WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81165CAN44895,2022,Ford,Transit Van,T250 Medium-Roof 130WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81166CAN44895,2022,Ford,Transit Van,T250 Medium-Roof 148WB,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81167CAN44895,2022,Ford,Transit Van,T250 Medium-Roof 148WB All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81168CAN44895,2022,Ford,Transit Van,T350HD High-Roof 148EL,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
FOR81169CAN44895,2022,Ford,Transit Van,T350HD High-Roof 148EL All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
